state,district,year,season,crop,production_tonnes,rainfall_mm
Chhattisgarh,KOREA,2009,Rabi,Moong(Green Gram),0.0,956.6
Chhattisgarh,KOREA,2009,Rabi,Other  Rabi pulses,0.0,956.6
Chhattisgarh,KOREA,2009,Rabi,Peas & beans (Pulses),98.0,956.6
Chhattisgarh,KOREA,2009,Rabi,Rapeseed &Mustard,1224.0,956.6
Chhattisgarh,KOREA,2009,Rabi,Wheat,3858.0,956.6
Chhattisgarh,KOREA,2009,Whole Year,Coriander,6.0,956.6
Chhattisgarh,KOREA,2009,Whole Year,Dry chillies,48.0,956.6
Chhattisgarh,KOREA,2009,Whole Year,Dry ginger,13.0,956.6
Chhattisgarh,KOREA,2009,Whole Year,Garlic,126.0,956.6
Chhattisgarh,KOREA,2009,Whole Year,Onion,361.0,956.6
Chhattisgarh,KOREA,2009,Whole Year,Potato,1960.0,956.6
Chhattisgarh,KOREA,2009,Whole Year,Sannhamp,16.0,956.6
Chhattisgarh,KOREA,2009,Whole Year,Sweet potato,531.0,956.6
Chhattisgarh,KOREA,2009,Whole Year,Turmeric,17.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Arhar/Tur,278.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Groundnut,8041.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Horse-gram,16.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Jowar,35.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Maize,149.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Mesta,145.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Moong(Green Gram),635.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Niger seed,0.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Other Kharif pulses,42.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Rice,292973.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Sesamum,323.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Small millets,29.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Sunflower,0.0,956.6
Chhattisgarh,MAHASAMUND,2009,Kharif,Urad,2340.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Gram,213.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Horse-gram,12.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Khesari,3951.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Linseed,67.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Masoor,4.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Moong(Green Gram),68.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Other  Rabi pulses,22.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Peas & beans (Pulses),102.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Rapeseed &Mustard,77.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Urad,10.0,956.6
Chhattisgarh,MAHASAMUND,2009,Rabi,Wheat,2101.0,956.6
Chhattisgarh,MAHASAMUND,2009,Whole Year,Coriander,23.0,956.6
Chhattisgarh,MAHASAMUND,2009,Whole Year,Dry chillies,244.0,956.6
Chhattisgarh,MAHASAMUND,2009,Whole Year,Garlic,26.0,956.6
Chhattisgarh,MAHASAMUND,2009,Whole Year,Onion,894.0,956.6
Chhattisgarh,MAHASAMUND,2009,Whole Year,Potato,757.0,956.6
Chhattisgarh,MAHASAMUND,2009,Whole Year,Sannhamp,41.0,956.6
Chhattisgarh,MAHASAMUND,2009,Whole Year,Sugarcane,81.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Arhar/Tur,55.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Horse-gram,611.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Jowar,7.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Maize,1760.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Moong(Green Gram),2.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Niger seed,124.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Other Kharif pulses,2.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Ragi,82.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Rice,26366.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Sesamum,20.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Small millets,457.0,956.6
Chhattisgarh,NARAYANPUR,2009,Kharif,Urad,459.0,956.6
Chhattisgarh,NARAYANPUR,2009,Rabi,Gram,44.0,956.6
Chhattisgarh,NARAYANPUR,2009,Rabi,Linseed,3.0,956.6
Chhattisgarh,NARAYANPUR,2009,Rabi,Other  Rabi pulses,0.0,956.6
Chhattisgarh,NARAYANPUR,2009,Rabi,Peas & beans (Pulses),4.0,956.6
Chhattisgarh,NARAYANPUR,2009,Rabi,Rapeseed &Mustard,140.0,956.6
Chhattisgarh,NARAYANPUR,2009,Rabi,Wheat,22.0,956.6
Chhattisgarh,NARAYANPUR,2009,Whole Year,Banana,327.0,956.6
Chhattisgarh,NARAYANPUR,2009,Whole Year,Coriander,2.0,956.6
Chhattisgarh,NARAYANPUR,2009,Whole Year,Dry chillies,8.0,956.6
Chhattisgarh,NARAYANPUR,2009,Whole Year,Dry ginger,0.0,956.6
Chhattisgarh,NARAYANPUR,2009,Whole Year,Onion,4.0,956.6
Chhattisgarh,NARAYANPUR,2009,Whole Year,Sugarcane,0.0,956.6
Chhattisgarh,NARAYANPUR,2009,Whole Year,Sweet potato,99.0,956.6
Chhattisgarh,NARAYANPUR,2009,Whole Year,Turmeric,1.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Arhar/Tur,1476.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Bajra,8.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Groundnut,8803.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Horse-gram,852.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Jowar,62.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Maize,1234.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Mesta,87.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Moong(Green Gram),522.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Niger seed,210.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Other Kharif pulses,326.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Rice,277370.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Sesamum,1520.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Small millets,58.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Soyabean,8.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Sunflower,0.0,956.6
Chhattisgarh,RAIGARH,2009,Kharif,Urad,4113.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Gram,591.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Horse-gram,5.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Khesari,935.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Linseed,99.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Masoor,40.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Moong(Green Gram),564.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Other  Rabi pulses,58.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Peas & beans (Pulses),295.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Rapeseed &Mustard,521.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Safflower,6.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Urad,32.0,956.6
Chhattisgarh,RAIGARH,2009,Rabi,Wheat,2854.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Banana,3927.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Coriander,32.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Dry chillies,438.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Dry ginger,812.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Garlic,280.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Onion,3380.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Potato,4356.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Sannhamp,135.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Sugarcane,1318.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Sweet potato,503.0,956.6
Chhattisgarh,RAIGARH,2009,Whole Year,Turmeric,79.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Arhar/Tur,989.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Bajra,0.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Castor seed,2.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Groundnut,1436.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Horse-gram,316.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Jowar,186.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Maize,1046.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Mesta,4.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Moong(Green Gram),100.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Niger seed,5.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Other Kharif pulses,116.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Ragi,0.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Rice,753589.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Sesamum,1060.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Small millets,439.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Soyabean,525.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Sunflower,81.0,956.6
Chhattisgarh,RAIPUR,2009,Kharif,Urad,1509.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Gram,8616.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Horse-gram,166.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Khesari,39695.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Linseed,365.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Masoor,700.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Moong(Green Gram),429.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Other  Rabi pulses,64.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Peas & beans (Pulses),874.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Rapeseed &Mustard,615.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Safflower,23.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Urad,131.0,956.6
Chhattisgarh,RAIPUR,2009,Rabi,Wheat,11966.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Banana,3542.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Coriander,158.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Cotton(lint),0.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Dry chillies,723.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Dry ginger,23.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Garlic,35.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Onion,1600.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Potato,738.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Sannhamp,21.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Sugarcane,0.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Sweet potato,422.0,956.6
Chhattisgarh,RAIPUR,2009,Whole Year,Turmeric,60.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Arhar/Tur,1145.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Castor seed,0.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Groundnut,0.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Horse-gram,366.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Jowar,67.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Maize,999.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Mesta,100.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Moong(Green Gram),69.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Other Kharif pulses,69.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Ragi,44.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Rice,210540.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Sesamum,253.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Small millets,3271.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Soyabean,15849.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Sunflower,121.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Kharif,Urad,1282.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Barley,0.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Gram,31953.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Horse-gram,232.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Khesari,14804.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Linseed,2083.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Masoor,332.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Moong(Green Gram),20.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Other  Rabi pulses,21.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Peas & beans (Pulses),82.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Rapeseed &Mustard,175.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Safflower,7.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Urad,234.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Rabi,Wheat,11470.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Banana,2267.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Coriander,21.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Dry chillies,414.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Dry ginger,8.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Garlic,17.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Onion,728.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Potato,136.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Sannhamp,7.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Sugarcane,76.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Sweet potato,221.0,956.6
Chhattisgarh,RAJNANDGAON,2009,Whole Year,Turmeric,8.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Arhar/Tur,7921.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Groundnut,9525.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Horse-gram,2009.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Jowar,1450.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Jute,0.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Maize,40865.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Mesta,910.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Moong(Green Gram),18.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Niger seed,4039.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Other Kharif pulses,224.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Ragi,125.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Rice,221619.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Sesamum,1842.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Small millets,6284.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Soyabean,47.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Sunflower,9.0,956.6
Chhattisgarh,SURGUJA,2009,Kharif,Urad,3850.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Barley,1985.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Gram,1971.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Khesari,204.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Linseed,2512.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Masoor,611.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Moong(Green Gram),3.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Other  Rabi pulses,0.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Peas & beans (Pulses),1225.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Rapeseed &Mustard,7367.0,956.6
Chhattisgarh,SURGUJA,2009,Rabi,Wheat,22975.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Banana,633.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Coriander,108.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Dry chillies,389.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Dry ginger,651.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Garlic,1336.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Onion,4945.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Potato,21218.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Sannhamp,101.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Sugarcane,7572.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Sweet potato,5604.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Tobacco,9.0,956.6
Chhattisgarh,SURGUJA,2009,Whole Year,Turmeric,395.0,956.6
Chhattisgarh,BASTAR,2010,Kharif,Arhar/Tur,508.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Castor seed,2.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Groundnut,20.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Horse-gram,2854.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Jowar,916.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Maize,40570.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Mesta,211.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Moong(Green Gram),89.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Niger seed,2591.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Other Kharif pulses,59.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Ragi,1192.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Rice,401486.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Sesamum,207.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Small millets,2630.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Soyabean,25.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Sunflower,6.0,1306.6
Chhattisgarh,BASTAR,2010,Kharif,Urad,4012.0,1306.6
Chhattisgarh,BASTAR,2010,Rabi,Gram,936.0,1306.6
Chhattisgarh,BASTAR,2010,Rabi,Khesari,10.0,1306.6
Chhattisgarh,BASTAR,2010,Rabi,Linseed,133.0,1306.6
Chhattisgarh,BASTAR,2010,Rabi,Masoor,8.0,1306.6
Chhattisgarh,BASTAR,2010,Rabi,Moong(Green Gram),4.0,1306.6
Chhattisgarh,BASTAR,2010,Rabi,Other  Rabi pulses,6.0,1306.6
Chhattisgarh,BASTAR,2010,Rabi,Peas & beans (Pulses),120.0,1306.6
Chhattisgarh,BASTAR,2010,Rabi,Rapeseed &Mustard,1350.0,1306.6
Chhattisgarh,BASTAR,2010,Rabi,Wheat,1420.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Banana,2843.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Coriander,20.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Dry chillies,210.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Dry ginger,156.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Garlic,14.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Onion,445.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Potato,1271.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Sannhamp,29.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Sugarcane,1175.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Sweet potato,1754.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Tobacco,2.0,1306.6
Chhattisgarh,BASTAR,2010,Whole Year,Turmeric,129.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Arhar/Tur,3.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Groundnut,12.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Horse-gram,114.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Jowar,854.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Maize,1034.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Mesta,43.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Moong(Green Gram),129.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Niger seed,10.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Other Kharif pulses,37.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Ragi,21.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Rice,127052.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Sesamum,29.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Small millets,155.0,1306.6
Chhattisgarh,BIJAPUR,2010,Kharif,Urad,115.0,1306.6
Chhattisgarh,BIJAPUR,2010,Rabi,Horse-gram,46.0,1306.6
Chhattisgarh,BIJAPUR,2010,Rabi,Moong(Green Gram),91.0,1306.6
Chhattisgarh,BIJAPUR,2010,Rabi,Other  Rabi pulses,2.0,1306.6
Chhattisgarh,BIJAPUR,2010,Rabi,Rapeseed &Mustard,15.0,1306.6
Chhattisgarh,BIJAPUR,2010,Rabi,Urad,50.0,1306.6
Chhattisgarh,BIJAPUR,2010,Whole Year,Banana,100.0,1306.6
Chhattisgarh,BIJAPUR,2010,Whole Year,Dry chillies,16.0,1306.6
Chhattisgarh,BIJAPUR,2010,Whole Year,Dry ginger,1.0,1306.6
Chhattisgarh,BIJAPUR,2010,Whole Year,Sannhamp,3.0,1306.6
Chhattisgarh,BIJAPUR,2010,Whole Year,Sugarcane,2.0,1306.6
Chhattisgarh,BIJAPUR,2010,Whole Year,Sweet potato,75.0,1306.6
Chhattisgarh,BIJAPUR,2010,Whole Year,Turmeric,9.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Arhar/Tur,2112.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Bajra,6.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Castor seed,67.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Groundnut,2312.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Horse-gram,252.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Jowar,479.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Jute,0.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Maize,6215.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Mesta,17.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Moong(Green Gram),22.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Niger seed,81.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Other Kharif pulses,99.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Rice,551672.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Sesamum,253.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Small millets,948.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Soyabean,5571.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Sunflower,206.0,1306.6
Chhattisgarh,BILASPUR,2010,Kharif,Urad,390.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Barley,3.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Gram,18905.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Horse-gram,1.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Khesari,72482.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Linseed,625.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Masoor,294.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Moong(Green Gram),6.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Other  Rabi pulses,33.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Peas & beans (Pulses),333.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Rapeseed &Mustard,563.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Safflower,129.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Urad,36.0,1306.6
Chhattisgarh,BILASPUR,2010,Rabi,Wheat,17878.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Coriander,108.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Dry chillies,292.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Dry ginger,73.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Garlic,167.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Onion,2143.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Potato,2500.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Sannhamp,22.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Sugarcane,829.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Sweet potato,958.0,1306.6
Chhattisgarh,BILASPUR,2010,Whole Year,Turmeric,1.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Arhar/Tur,280.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Groundnut,1.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Horse-gram,649.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Jowar,1775.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Jute,0.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Maize,12607.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Mesta,81.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Moong(Green Gram),356.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Niger seed,100.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Other Kharif pulses,72.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Ragi,117.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Rice,261296.0,1306.6
Chhattisgarh,DANTEWADA,2010,Kharif,Sesamum,591.0,1306.6
